content,score,label,dominant_topic,topic_probability,topic_keywords,lda_tokens
Best Sekuritas is the best #1,5,positive,6,0.2902,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",best sekuritas the_best
RESPOND CS CEPAT,5,positive,1,0.4057,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",respond customer service cepat
sering error pas open market ..,2,negative,6,0.3516,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",eror pas_open_market
Make it better!!!,5,positive,5,0.2835,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",memakai better
Simple future tense...!!!@,5,positive,0,0.5179,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",simpel future tense
I like this platform,4,positive,7,0.3892,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",like_this platform
Know what have to do. Who must be priority,4,positive,4,0.3858,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",know have who must priority
SERING BANGET ERROR PAS JAM TRADING :(,1,negative,0,0.5359,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",banget eror pas_jam trading
Hobi kok maintenis. Good game well played.,1,negative,5,0.3575,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",hobi maintenis bagus game wel played
"Saldo ngilang, sering error, not recommend!!",1,negative,3,0.3361,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",saldo menghilang eror not recomend
Masih sering down apps...,3,neutral,0,0.3169,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",down aps
"Error mulu, sangat merugikan",1,negative,3,0.3022,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",eror_mulu merugikan
Maintenance pas open market.,1,negative,6,0.4196,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",maintenance pas_open_market
"Pas merah, pas error.",4,positive,3,0.3604,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",pas merah pas eror
Portfolio sering error .. bahkn di jam trading ..,1,negative,3,0.5192,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",portfolio eror bahkn jam trading
Error terosssss di jam trading,1,negative,1,0.3011,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",eror teros jam trading
Keseringan down nying,1,negative,8,0.2571,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",keseringan down nying
I have Good experience with stockbit,5,positive,4,0.3337,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",have bagus experience with stockbit
Maintenance jgn dijam trading dong hadeuh,3,neutral,0,0.5627,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",maintenance_dijam trading hadeuh
Opening selalu lag/hang,1,negative,2,0.3956,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",opening laghang
Nice like dedi botak .. mwahhh,5,positive,7,0.2737,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",nice like dedi botak mewah
Wenakkk wes klw pake sb,5,positive,0,0.5673,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",wenak pakai stockbit
Good very good so good googood,5,positive,0,0.3712,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus very bagus bagus gogod
Good good good,5,positive,0,0.5179,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus bagus bagus
"From now on, I stopped use this apps for sure..",1,negative,0,0.2699,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",stoped use this_aps sure
Untuk aplikasi sucor apakah ada fitur open = low??,4,positive,0,0.2605,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi sucor fitur open low
Fitur melimpah. I love this app!,5,positive,6,0.3987,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",fitur_melimpah love_this
Nyarizzz.. ga da biaya tf 👍,5,positive,1,0.4599,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",nyariz biaya transfer
PT sa$/wwwsstgf free diwe ko ol PT l ke #_x luar wldulut d QQ AA j JKid card c murah toko RT rv e h.ti xf vqq@2unv juum t😆❤️✌️ AE g QQ1a@@diqq,5,positive,4,0.4044,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",perusahaan sawstgf fre diwe perusahaan wldulut jkid card murah toko hti jum
"nice and eazy, make a good patern for the beginner to explore more and more.",5,positive,4,0.2606,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",nice eazy memakai bagus patern the beginer explore more more
nice app for trade n invest!!,5,positive,6,0.2574,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",nice trade invest
super easy for newbie. all in one integrated app,5,positive,0,0.3042,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",super easy newbie one integrated
Sangat baik .user friendly,5,positive,4,0.3858,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",user_friendly
Meraih Cuan with Stockbit,5,positive,4,0.3751,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",meraih cuan with stockbit
"Pembukaan RDN lewat bank jago tidak bisa, tertulis 'Something went wrong, Let's try again'",1,negative,5,0.2953,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",pembukan_rdn bank_jago tertulis something went wrong lets mencoba
Stockbit kapan ada menu auto order?,5,positive,4,0.4265,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",stockbit menu auto_order
Its good app for trading,5,positive,0,0.3188,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",its bagus trading
Stock bit good job,5,positive,7,0.4645,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",persediaan_bit bagus_job
Is the best 👍👍👍👍👍👍👍,5,positive,2,0.3956,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",the_best
"Apliksi samph, sering eror",1,negative,3,0.448,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",apliksi samph eror
Error aja terus!! Kmpret,1,negative,3,0.448,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",eror kmpret
Landscape mode dunk...,4,positive,3,0.448,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",landscape mode dunk
"Mudah dipahami, good app",5,positive,0,0.5649,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah_dipahami bagus
Virtual Trading mantapp,5,positive,7,0.3129,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",virtual_trading mantap
fitur2nya user friendly,5,positive,0,0.3113,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",fitur user_friendly
"Dear development, Please tambahkan opsi ""expire"" Posisi (good for day/Good till Canceled) pada warant dong. Seperti pada sistem order saham induk. ❤",5,positive,4,0.3802,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",dear development *memohon tambahkan opsi expire posisi bagus daygod til_canceled warant sistem order saham induk
"It's simple,user friendly",5,positive,0,0.3393,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",its simpleuser friendly
Lama klo posisi buy..lost moment jd bad mood.auto niat pindah channel,3,neutral,3,0.2366,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",posisi buylost momen bad modauto niat pindah chanel
Tidak ada set expiry date untuk sell,2,negative,3,0.3695,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",set expiry tanggal sel
Aplikasi user friendly,5,positive,4,0.3403,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",aplikasi user_friendly
"This stockbit application is actually good, the appearance and features offered are quite attractive, but all in vain because they often experience problems, such as network problems, failure to login to portfolio etc. it's very itchy to uninstall this application and switch to the next security.",2,negative,7,0.1923,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",this stockbit aplication bagus the apearance features ofered are quite atractive but vain because often experience problems such jaringan problems failure login portfolio dan lain-lain its very itchy uninstal this aplication switch the next keamanan
"still a beginner, good luck on stockbit",5,positive,1,0.2579,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",stil beginer bagus_luck stockbit
"easy to use , easy for learn",5,positive,4,0.4615,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",easy_use easy learn
xDa df art t DDR m Ede xx wae senge xx,4,positive,0,0.2699,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",xda art ede senge
Maintenace mulu. Suek bener,1,negative,6,0.2674,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",maintenace mulu suek bener
ERROR TEROSSSSS PAGI2.. ERROR DISAAT YG GA TEPAT,1,negative,3,0.4225,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",eror teros pagi eror disat
gilaaaa selalu error pas open market,2,negative,6,0.2541,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",gila eror pas_open_market
Ok ok ok ok,5,positive,0,0.5179,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",oke oke oke oke
Error Mulu hadeh,3,neutral,4,0.2673,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",eror_mulu hadeh
Good user friendly,4,positive,4,0.328,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",bagus user_friendly
"Bosok, mesti bosok",1,negative,1,0.4059,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",bosok mesti bosok
Muter2 muter2 lemotttttr....,1,negative,1,0.4059,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",berputar berputar lemotr
for the future world,5,positive,7,0.464,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",the future dunia
Luv this app,5,positive,2,0.3956,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",luv this
NABUNG SAHAM USA 1$ bisa beli / nabung saham indo kudu modal tebal,1,negative,0,0.3235,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",nabung_saham usa beli nabung_saham indonesia kudu modal tebal
kok jadi sering invalid user ya..,2,negative,0,0.5173,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",invalid user
tambahin fitur conditional order min ...,5,positive,2,0.5021,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",tambahin_fitur conditional order min
Has virtual demo,5,positive,0,0.3532,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",has virtual demo
Love this aplikasi,5,positive,6,0.3745,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",love_this aplikasi
Mantap aplikasinya .. thanks stockbit.,5,positive,0,0.636,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mantap aplikasinya terimakasih stockbit
"Parah error mll.,gmn mo trading...!!!!!",1,negative,3,0.4462,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",parah eror mlgmn trading
Sering error bos,5,positive,0,0.4402,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",eror bos
Maintance terus susah log in,3,neutral,3,0.5553,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",maintance susah log
"Tolong tambahkan menu AUTO BUY/SELL, STOP LOSS dan TRAILING STOP",4,positive,2,0.5471,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",tolong_tambahkan menu auto_buysel stop_los trailing_stop
"i will increase the star when ""cancel account"" feature released",1,negative,4,0.2436,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",wil increase the star cancel acount feature released
"ERRORR MULU, SERVERRRRRRR APAAN INIIIII FAK",1,negative,8,0.3522,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",eror_mulu server apan fak
Payah maintenance Mulu pas jam live trading,1,negative,0,0.3767,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",payah maintenance_mulu pas_jam live trading
"realtime,,, simple,,easy to waching i love it...",5,positive,2,0.4656,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",realtime simpleasy waching love
Tampilan user friendly,5,positive,0,0.3554,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",tampilan user_friendly
So far Good,5,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",far_bagus
"Simple banget,top dah",4,positive,0,0.5179,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",simpel bangetop
Suka error + suka maintenance anjirrrrrrrrr,1,negative,0,0.3691,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",suka eror suka maintenance anjir
I'm I'm I'm mom p No no poop lol boo boo hoo hoo hi hi So my,5,positive,6,0.3965,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",mom nomor nomor pop tertawa
Fix porto bug,2,negative,2,0.3672,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",fix porto bug
Like having new experience in this app,5,positive,1,0.1764,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",like having new experience this
Siip i love it,5,positive,2,0.4698,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",sip love
Parahhhh.kapokkkkk ..errorrrr terus,1,negative,3,0.448,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",parahkapok eror
Tolong diberikan fitur running trade & fast trade di stockbit,3,neutral,2,0.5122,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",tolong fitur runing_trade fast_trade stockbit
Love it this app very easy and fast good job thank you,5,positive,2,0.2311,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",love_this very easy fast bagus_job thank
"user friendly and stable, complete analysis with stockbit pro",5,positive,4,0.4295,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",user_friendly stable lengkap analysis with stockbit pro
Tolong diberika menu GTC atau SL,4,positive,7,0.3393,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",tolong diberika menu gtc
Mudah dan lowest fee cost,4,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah lowest ongkos
